County,State,FIPS,Population
Kanawha,WV,54039,178124
Lewis,WV,54041,15907
Lincoln,WV,54043,20409
Logan,WV,54045,32019
McDowell,WV,54047,17624
Marion,WV,54049,56072
Marshall,WV,54051,30531
Mason,WV,54053,26516
Mercer,WV,54055,58758
Mineral,WV,54057,26868
Mingo,WV,54059,23424
Monongalia,WV,54061,105612
Monroe,WV,54063,13275
Morgan,WV,54065,17884
Nicholas,WV,54067,24496
Ohio,WV,54069,41411
Pendleton,WV,54071,6969
Pleasants,WV,54073,7460
Pocahontas,WV,54075,8247
Preston,WV,54077,33432
Putnam,WV,54079,56450
Raleigh,WV,54081,73361
Randolph,WV,54083,28695
Ritchie,WV,54085,9554
Roane,WV,54087,13688
Summers,WV,54089,12573
Taylor,WV,54091,16695
Tucker,WV,54093,6839
Tyler,WV,54095,8591
Upshur,WV,54097,24176
Wayne,WV,54099,39402
Webster,WV,54101,8114
Wetzel,WV,54103,15065
Wirt,WV,54105,5821
Wood,WV,54107,83518
Wyoming,WV,54109,20394
Adams,WI,55001,20220
Ashland,WI,55003,15562
Barron,WI,55005,45244
Bayfield,WI,55007,15036
Brown,WI,55009,264542
Buffalo,WI,55011,13031
Burnett,WI,55013,15414
Calumet,WI,55015,50089
Chippewa,WI,55017,64658
Clark,WI,55019,34774
Columbia,WI,55021,57532
Crawford,WI,55023,16131
Dane,WI,55025,546695
Dodge,WI,55027,87839
Door,WI,55029,27668
Douglas,WI,55031,43150
Dunn,WI,55033,45368
Eau Claire,WI,55035,104646
Florence,WI,55037,4295
Fond du Lac,WI,55039,103403
Forest,WI,55041,9004
Grant,WI,55043,51439
Green,WI,55045,36960
Green Lake,WI,55047,18913
Iowa,WI,55049,23678
Iron,WI,55051,5687
Jackson,WI,55053,20643
Jefferson,WI,55055,84769
Juneau,WI,55057,26687
Kenosha,WI,55059,169561
Kewaunee,WI,55061,20434
La Crosse,WI,55063,118016
Lafayette,WI,55065,16665
Langlade,WI,55067,19189
Lincoln,WI,55069,27593
Manitowoc,WI,55071,78981
Marathon,WI,55073,135692
Marinette,WI,55075,40350
Marquette,WI,55077,15574
Menominee,WI,55078,4556
Milwaukee,WI,55079,945726
Monroe,WI,55081,46253
Oconto,WI,55083,37930
Oneida,WI,55085,35595
Outagamie,WI,55087,187885
Ozaukee,WI,55089,89221
Pepin,WI,55091,7287
Pierce,WI,55093,42754
Polk,WI,55095,43783
Portage,WI,55097,70772
Price,WI,55099,13351
Racine,WI,55101,196311
Richland,WI,55103,17252
Rock,WI,55105,163354
Rusk,WI,55107,14178
St. Croix,WI,55109,90687
Sauk,WI,55111,64442
Sawyer,WI,55113,16558
Shawano,WI,55115,40899
Sheboygan,WI,55117,115340
Taylor,WI,55119,20343
Trempealeau,WI,55121,29649
Vernon,WI,55123,30822
Vilas,WI,55125,22195
Walworth,WI,55127,103868
Washburn,WI,55129,15720
Washington,WI,55131,136034
Waukesha,WI,55133,404198
Waupaca,WI,55135,50990
Waushara,WI,55137,24443
Winnebago,WI,55139,171907
Wood,WI,55141,72999
Albany,WY,56001,38880
Big Horn,WY,56003,11790
Campbell,WY,56005,46341
Carbon,WY,56007,14800
Converse,WY,56009,13822
Crook,WY,56011,7584
Fremont,WY,56013,39261
Goshen,WY,56015,13211
Hot Springs,WY,56017,4413
Johnson,WY,56019,8445
Laramie,WY,56021,99500
Lincoln,WY,56023,19830
Natrona,WY,56025,79858
Niobrara,WY,56027,2356
Park,WY,56029,29194
Platte,WY,56031,8393
Sheridan,WY,56033,30485
Sublette,WY,56035,9831
Sweetwater,WY,56037,42343
Teton,WY,56039,23464
Uinta,WY,56041,20226
Washakie,WY,56043,7805
Weston,WY,56045,6927
Dolores,CO,8033,2055
Clark,ID,16033,845
Wichita,KS,20203,2119
Blaine,MT,30005,6681
Chouteau,MT,30015,5635
Judith Basin,MT,30045,2007
McCone,MT,30055,1664
Dundy,NE,31057,1693
Perkins,NE,31135,2891
Stonewall,TX,48433,1350
Yakutat plus Hoonah-Angoon,AK,2282,2727
Modoc,CA,6049,8841
Lake of the Woods,MN,27077,3740
Daniels,MT,30019,1690
Powder River,MT,30075,1682
Powell,MT,30077,6890
Wheeler,NE,31183,783
Adams,ND,38001,2216
Potter,SD,46107,2153
Wayne,UT,49055,2711
Doddridge,WV,54017,8448
Phillips,MT,30071,3954
Prairie,MT,30079,1077
Butte,ID,16023,2597
Mineral,MT,30061,4397
Arthur,NE,31005,463
Brown,NE,31017,2955
Keya Paha,NE,31103,806
Logan,NE,31113,748
Harding,SD,46063,1298
Sterling,TX,48431,1291
Rawlins,KS,20153,2530
Wallace,KS,20199,1518
Loup,NE,31115,664
Grant,NE,31075,623
De Baca,NM,35011,1748
Daggett,UT,49009,950
Borden,TX,48033,654
Kiowa,CO,8061,1406
Carter,MT,30011,1252
Blaine,NE,31009,465
Petroleum,MT,30069,487
Hayes,NE,31085,922
Wheeler,OR,41069,1332
King,TX,48269,272
Skagway Municipality,AK,2230,1183
Esmeralda,NV,32009,873
Loving,TX,48301,169
Kalawao,HI,15005,86
